iter	Passed	Remaining
304	609	1388
305	611	1386
306	613	1384
307	615	1381
308	616	1379
309	618	1377
310	620	1375
311	622	1373
312	624	1370
313	626	1368
314	628	1366
315	630	1364
316	632	1361
317	633	1359
318	635	1357
319	637	1355
320	639	1352
321	641	1350
322	643	1348
323	645	1345
324	646	1343
325	648	1341
326	650	1339
327	652	1336
328	654	1334
329	656	1332
330	658	1330
331	660	1327
332	661	1325
333	663	1323
334	665	1321
335	667	1319
336	669	1317
337	671	1315
338	673	1313
339	675	1311
340	677	1309
341	679	1307
342	681	1305
343	683	1302
344	685	1300
345	686	1298
346	688	1296
347	690	1293
348	692	1291
349	694	1289
350	696	1287
351	698	1284
352	699	1282
353	701	1280
354	703	1278
355	705	1276
356	707	1274
357	709	1272
358	711	1270
359	713	1268
360	715	1266
361	717	1264
362	719	1262
363	721	1260
364	726	1263
365	728	1261
366	729	1258
367	731	1257
368	734	1255
369	735	1253
370	737	1250
371	739	1249
372	741	1247
373	743	1244
374	745	1242
375	747	1240
376	749	1238
377	751	1236
378	753	1234
379	755	1232
380	757	1231
381	760	1230
382	762	1228
383	765	1227
384	768	1226
385	770	1225
386	773	1224
387	775	1222
388	777	1221
389	779	1219
390	782	1218
391	784	1217
392	787	1216
393	789	1214
394	791	1213
395	793	1210
396	795	1208
397	797	1206
398	799	1204
399	801	1202
400	803	1199
401	805	1197
402	807	1195
403	809	1193
404	811	1191
405	812	1189
406	815	1188
407	817	1186
408	819	1183
409	821	1181
410	823	1179
411	825	1177
412	826	1175
413	828	1173
414	830	1171
415	832	1168
416	834	1166
417	836	1164
418	838	1162
419	840	1160
420	842	1158
421	844	1156
422	846	1154
423	848	1152
424	849	1149
425	851	1147
426	853	1145
427	855	1143
428	857	1141
429	859	1138
430	861	1136
431	862	1134
432	864	1132
433	866	1130
434	868	1128
435	870	1126
436	872	1124
437	874	1122
438	876	1119
439	878	1117
440	880	1115
441	882	1113
442	884	1111
443	885	1109
444	887	1107
445	889	1105
446	891	1102
447	893	1100
448	895	1098
449	897	1096
450	899	1094
451	901	1092
452	903	1090
453	905	1088
454	907	1086
455	909	1084
456	911	1082
457	913	1080
458	915	1078
459	916	1076
460	918	1074
461	920	1072
462	922	1070
463	924	1068
464	926	1065
465	928	1063
466	930	1061
467	932	1059
468	934	1057
469	936	1055
470	938	1053
471	939	1051
472	941	1049
473	943	1047
474	945	1045
475	947	1043
476	949	1041
477	951	1039
478	953	1036
479	955	1034
480	957	1032
481	959	1030
482	961	1028
483	963	1026
484	965	1024
485	965	1021
486	967	1019
487	969	1017
488	971	1015
489	973	1013
490	975	1011
491	977	1009
492	979	1007
493	981	1004
494	983	1002
495	984	1000
496	986	998
497	988	996
498	990	994
499	992	992
500	994	990
501	996	988
502	998	986
503	1000	984
504	1002	982
505	1003	980
506	1005	978
507	1007	975
508	1009	973
509	1011	971
510	1013	969
511	1015	967
512	1019	967
513	1021	966
514	1023	964
515	1025	962
516	1027	960
517	1029	958
518	1031	956
519	1033	954
520	1035	952
521	1037	950
522	1039	947
523	1041	945
524	1043	943
525	1045	941
526	1047	939
527	1048	937
528	1050	935
529	1052	933
530	1054	931
531	1056	929
532	1058	927
533	1060	925
534	1062	923
535	1064	921
536	1066	919
537	1068	917
538	1070	915
539	1072	913
540	1075	912
541	1079	912
542	1083	912
543	1087	911
544	1091	911
545	1094	910
546	1096	907
547	1098	905
548	1100	903
549	1102	902
550	1104	899
551	1106	897
552	1108	895
553	1110	893
554	1111	891
555	1113	889
556	1115	887
557	1117	885
558	1119	883
559	1121	881
560	1123	879
561	1125	877
562	1127	875
563	1129	872
564	1131	870
565	1132	868
566	1134	866
567	1136	864
568	1139	862
569	1142	861
570	1144	859
571	1146	857
572	1147	855
573	1149	853
574	1151	851
575	1153	849
576	1155	847
577	1157	845
578	1159	842
579	1161	840
580	1163	838
581	1165	836
582	1167	834
583	1169	832
584	1171	830
585	1173	828
586	1174	826
587	1176	824
588	1178	822
589	1180	820
590	1182	818
591	1184	816
592	1186	814
593	1188	812
594	1190	810
595	1192	808
596	1194	806
597	1196	804
598	1197	801
599	1199	799
600	1201	797
601	1203	795
602	1205	793
603	1207	791
604	1209	789
605	1211	787
606	1213	785
607	1215	783
608	1217	781
609	1218	779
610	1220	777
611	1222	775
612	1224	772
613	1226	770
614	1228	768
615	1230	766
616	1231	764
617	1233	762
618	1235	760
619	1237	758
620	1239	756
621	1241	754
622	1243	752
623	1245	750
624	1247	748
625	1249	746
626	1251	744
627	1253	742
628	1255	740
629	1257	738
630	1259	736
631	1260	734
632	1263	732
633	1264	730
634	1266	728
635	1268	726
636	1270	724
637	1272	722
638	1274	719
639	1276	718
640	1278	715
641	1280	713
642	1282	711
643	1284	709
644	1285	707
645	1287	705
646	1289	703
647	1291	701
648	1293	699
649	1295	697
650	1297	695
651	1299	693
652	1301	691
653	1303	689
654	1305	687
655	1306	685
656	1308	683
657	1310	681
658	1312	679
659	1314	677
660	1316	675
661	1318	673
662	1320	671
663	1322	669
664	1324	667
665	1326	665
666	1328	663
667	1330	661
668	1332	659
669	1333	657
670	1335	654
671	1337	652
672	1339	650
673	1341	648
674	1343	646
675	1345	644
676	1347	642
677	1349	640
678	1351	638
679	1353	636
680	1354	634
681	1356	632
682	1358	630
683	1360	628
684	1362	626
685	1365	624
686	1367	622
687	1370	621
688	1372	619
689	1374	617
690	1375	615
691	1377	613
692	1379	611
693	1381	609
694	1383	607
695	1385	605
696	1387	603
697	1389	601
698	1391	599
699	1393	597
700	1395	595
701	1397	593
702	1399	591
703	1402	589
704	1404	587
705	1406	585
706	1409	583
707	1411	582
708	1414	580
709	1416	578
710	1418	576
711	1421	574
712	1423	573
713	1426	571
714	1428	569
715	1431	567
716	1433	565
717	1435	563
718	1437	561
719	1439	559
720	1441	557
721	1442	555
722	1444	553
723	1446	551
724	1448	549
725	1450	547
726	1452	545
727	1454	543
728	1456	541
729	1458	539
730	1460	537
731	1462	535
732	1464	533
733	1466	531
734	1468	529
735	1470	527
736	1472	525
737	1474	523
738	1476	521
739	1478	519
740	1480	517
741	1482	515
742	1483	513
743	1485	511
744	1487	509
745	1489	507
746	1491	505
747	1493	503
748	1495	501
749	1497	499
750	1499	497
751	1501	495
752	1502	493
753	1504	490
754	1506	488
755	1508	486
756	1510	484
757	1512	482
758	1514	480
759	1516	478
760	1518	476
761	1520	474
762	1521	472
763	1523	470
764	1525	468
765	1527	466
766	1529	464
767	1531	462
768	1533	460
769	1535	458
770	1537	456
771	1539	454
772	1541	452
773	1543	450
774	1545	448
775	1546	446
776	1548	444
777	1550	442
778	1552	440
779	1554	438
780	1556	436
781	1558	434
782	1560	432
783	1562	430
784	1563	428
785	1565	426
786	1567	424
787	1569	422
788	1571	420
789	1573	418
790	1575	416
791	1577	414
792	1579	412
793	1581	410
794	1582	408
795	1584	406
796	1586	404
797	1588	402
798	1590	400
799	1592	398
800	1594	396
801	1596	394
802	1597	392
803	1599	390
804	1601	388
805	1603	385
806	1605	384
807	1607	381
808	1609	379
809	1611	377
810	1613	375
811	1615	373
812	1617	371
813	1619	369
814	1621	367
815	1623	365
816	1624	363
817	1626	361
818	1628	359
819	1630	357
820	1632	355
821	1634	353
822	1636	351
823	1638	349
824	1640	347
825	1642	345
826	1644	343
827	1645	341
828	1647	339
829	1649	337
830	1651	335
831	1653	333
832	1655	331
833	1657	329
834	1659	327
835	1661	325
836	1663	323
837	1664	321
838	1666	319
839	1668	317
840	1670	315
841	1672	313
842	1676	312
843	1679	310
844	1681	308
845	1683	306
846	1685	304
847	1687	302
848	1689	300
849	1691	298
850	1692	296
851	1694	294
852	1696	292
853	1698	290
854	1700	288
855	1702	286
856	1704	284
857	1706	282
858	1708	280
859	1710	278
860	1712	276
861	1714	274
862	1716	272
863	1718	270
864	1720	268
865	1722	266
866	1724	264
867	1727	262
868	1729	260
869	1731	258
870	1733	256
871	1736	254
872	1738	252
873	1741	251
874	1743	249
875	1746	247
876	1748	245
877	1750	243
878	1753	241
879	1756	239
880	1758	237
881	1760	235
882	1762	233
883	1764	231
884	1766	229
885	1768	227
886	1770	225
887	1772	223
888	1773	221
889	1775	219
890	1777	217
891	1779	215
892	1781	213
893	1783	211
894	1785	209
895	1787	207
896	1789	205
897	1791	203
898	1792	201
899	1794	199
900	1796	197
901	1798	195
902	1802	193
903	1804	191
904	1806	189
905	1807	187
906	1809	185
907	1811	183
908	1813	181
909	1815	179
910	1817	177
911	1819	175
912	1821	173
913	1823	171
914	1825	169
915	1827	167
916	1829	165
917	1830	163
918	1832	161
919	1834	159
920	1836	157
921	1838	155
922	1840	153
923	1842	151
924	1844	149
925	1846	147
926	1848	145
927	1850	143
928	1852	141
929	1854	139
930	1856	137
931	1857	135
932	1859	133
933	1861	131
934	1863	129
935	1865	127
936	1867	125
937	1869	123
938	1871	121
939	1873	119
940	1875	117
941	1877	115
942	1879	113
943	1881	111
944	1882	109
945	1884	107
946	1886	105
947	1888	103
948	1890	101
949	1892	99
950	1894	97
951	1896	95
952	1898	93
953	1900	91
954	1902	89
955	1903	87
956	1905	85
957	1907	83
958	1909	81
959	1911	79
960	1913	77
961	1915	75
962	1917	73
963	1919	71
964	1921	69
965	1923	67
966	1925	65
967	1926	63
968	1928	61
969	1930	59
970	1932	57
971	1934	55
972	1936	53
973	1938	51
974	1940	49
975	1942	47
976	1943	45
977	1945	43
978	1947	41
979	1949	39
980	1951	37
981	1953	35
982	1955	33
983	1957	31
984	1959	29
985	1961	27
986	1963	25
987	1965	23
988	1966	21
989	1968	19
990	1970	17
991	1972	15
992	1974	13
993	1976	11
994	1978	9
995	1980	7
996	1982	5
997	1983	3
998	1985	1
999	1987	0
